# Region     : all 
# Cells      : 4096
# Volume     : 1.440000e-11
# Time       	max(T)	max(OH)	max(O)	max(p)	max(U)
0            	3.000000e+02	1.000000e+05	(0.000000e+00 0.000000e+00 0.000000e+00)
0.00035486   	1.071260e+03	4.888510e-04	3.186930e-04	1.001470e+05	(1.424490e+00 1.543880e+00 0.000000e+00)
0.00035506   	1.070900e+03	4.895310e-04	3.193710e-04	1.000020e+05	(1.513440e+00 1.545790e+00 0.000000e+00)
0.00035526   	1.070570e+03	4.902290e-04	3.200610e-04	9.999970e+04	(1.563360e+00 1.480840e+00 0.000000e+00)
0.00035546   	1.070290e+03	4.909090e-04	3.207380e-04	9.999970e+04	(1.562230e+00 1.345040e+00 0.000000e+00)
0.00035566   	1.070040e+03	4.915360e-04	3.213630e-04	9.999970e+04	(1.495910e+00 1.138080e+00 0.000000e+00)
0.00035586   	1.069840e+03	4.920840e-04	3.219170e-04	9.999970e+04	(1.359060e+00 8.674320e-01 0.000000e+00)
0.00035606   	1.069690e+03	4.925380e-04	3.224130e-04	9.999980e+04	(1.147790e+00 6.091080e-01 0.000000e+00)
0.00035626   	1.069620e+03	4.928930e-04	3.229100e-04	9.999980e+04	(8.707600e-01 5.941110e-01 0.000000e+00)
0.00035646   	1.069630e+03	4.931490e-04	3.233380e-04	9.999990e+04	(5.745450e-01 5.863370e-01 0.000000e+00)
0.00035666   	1.069730e+03	4.933090e-04	3.236520e-04	9.999990e+04	(5.721610e-01 7.306060e-01 0.000000e+00)
0.00035686   	1.069890e+03	4.933700e-04	3.238250e-04	9.999990e+04	(5.704410e-01 1.081850e+00 0.000000e+00)
0.00035706   	1.070060e+03	4.933020e-04	3.237950e-04	1.000000e+05	(5.691140e-01 1.381570e+00 0.000000e+00)
0.00035726   	1.070220e+03	4.931020e-04	3.235720e-04	1.000000e+05	(5.679150e-01 1.630020e+00 0.000000e+00)
0.00035746   	1.070350e+03	4.927920e-04	3.231960e-04	1.000000e+05	(5.666700e-01 1.807920e+00 0.000000e+00)
0.00035766   	1.070480e+03	4.924000e-04	3.227100e-04	9.999990e+04	(5.653560e-01 1.895480e+00 0.000000e+00)
0.00035786   	1.070600e+03	4.919570e-04	3.221580e-04	1.001030e+05	(5.640890e-01 1.887420e+00 0.000000e+00)
0.00035806   	1.070720e+03	4.914950e-04	3.215660e-04	1.002970e+05	(5.631050e-01 1.784090e+00 0.000000e+00)
0.00035826   	1.070860e+03	4.910430e-04	3.209760e-04	1.004710e+05	(5.625900e-01 1.591750e+00 0.000000e+00)
0.00035846   	1.071010e+03	4.906170e-04	3.204080e-04	1.006120e+05	(5.626920e-01 1.322870e+00 0.000000e+00)
0.00035866   	1.071190e+03	4.902370e-04	3.198970e-04	1.007110e+05	(5.635900e-01 9.955040e-01 0.000000e+00)
0.00035886   	1.071340e+03	4.898750e-04	3.194030e-04	1.007630e+05	(5.654240e-01 6.316250e-01 0.000000e+00)
0.00035906   	1.071450e+03	4.895350e-04	3.189270e-04	1.007680e+05	(6.546460e-01 5.802470e-01 0.000000e+00)
0.00035926   	1.071520e+03	4.892220e-04	3.184910e-04	1.007290e+05	(8.968640e-01 5.914450e-01 0.000000e+00)
0.00035946   	1.071540e+03	4.889510e-04	3.181290e-04	1.006510e+05	(1.098960e+00 6.567760e-01 0.000000e+00)
0.00035966   	1.071510e+03	4.887390e-04	3.179100e-04	1.005460e+05	(1.248950e+00 9.263740e-01 0.000000e+00)
0.00035986   	1.071410e+03	4.886030e-04	3.178010e-04	1.004370e+05	(1.350150e+00 1.132600e+00 0.000000e+00)
0.00036006   	1.071250e+03	4.885610e-04	3.178240e-04	1.003610e+05	(1.403600e+00 1.269950e+00 0.000000e+00)
0.00036026   	1.071020e+03	4.886300e-04	3.180110e-04	1.002840e+05	(1.408670e+00 1.338260e+00 0.000000e+00)
0.00036046   	1.070740e+03	4.888200e-04	3.183680e-04	1.001970e+05	(1.369910e+00 1.368730e+00 0.000000e+00)
0.00036066   	1.070420e+03	4.891350e-04	3.188890e-04	1.001020e+05	(1.302510e+00 1.371360e+00 0.000000e+00)
0.00036086   	1.070090e+03	4.895690e-04	3.195420e-04	1.000150e+05	(1.275000e+00 1.323380e+00 0.000000e+00)
0.00036106   	1.069760e+03	4.901130e-04	3.202810e-04	9.999990e+04	(1.232940e+00 1.227230e+00 0.000000e+00)
0.00036126   	1.069440e+03	4.907290e-04	3.210240e-04	9.999990e+04	(1.139710e+00 1.116140e+00 0.000000e+00)
0.00036146   	1.069160e+03	4.913870e-04	3.218080e-04	9.999980e+04	(1.001040e+00 9.659080e-01 0.000000e+00)
0.00036166   	1.068920e+03	4.920530e-04	3.225790e-04	9.999970e+04	(8.250120e-01 7.809430e-01 0.000000e+00)
0.00036186   	1.068760e+03	4.926900e-04	3.232700e-04	9.999970e+04	(6.660690e-01 6.822320e-01 0.000000e+00)
0.00036206   	1.068680e+03	4.932650e-04	3.238380e-04	9.999960e+04	(6.087870e-01 6.327220e-01 0.000000e+00)
0.00036226   	1.068680e+03	4.937450e-04	3.242570e-04	9.999960e+04	(5.814150e-01 5.970890e-01 0.000000e+00)
0.00036246   	1.068770e+03	4.941060e-04	3.245120e-04	9.999970e+04	(5.716320e-01 5.837730e-01 0.000000e+00)
0.00036266   	1.068920e+03	4.943270e-04	3.245950e-04	9.999970e+04	(5.655810e-01 7.095160e-01 0.000000e+00)
0.00036286   	1.069140e+03	4.944000e-04	3.245130e-04	9.999980e+04	(5.606380e-01 9.162760e-01 0.000000e+00)
0.00036306   	1.069410e+03	4.943280e-04	3.242810e-04	9.999990e+04	(5.570800e-01 1.105970e+00 0.000000e+00)
0.00036326   	1.069720e+03	4.941170e-04	3.239200e-04	1.000000e+05	(5.550120e-01 1.261930e+00 0.000000e+00)
0.00036346   	1.070020e+03	4.937680e-04	3.234360e-04	1.000170e+05	(5.544810e-01 1.376270e+00 0.000000e+00)
0.00036366   	1.070310e+03	4.933040e-04	3.228560e-04	1.000870e+05	(5.553890e-01 1.441610e+00 0.000000e+00)
0.00036386   	1.070560e+03	4.927540e-04	3.222210e-04	1.001640e+05	(5.574710e-01 1.452770e+00 0.000000e+00)
0.00036406   	1.070780e+03	4.921680e-04	3.215740e-04	1.002390e+05	(5.604140e-01 1.404900e+00 0.000000e+00)
0.00036426   	1.070960e+03	4.915880e-04	3.209520e-04	1.003140e+05	(5.638780e-01 1.296420e+00 0.000000e+00)
0.00036446   	1.071100e+03	4.910560e-04	3.203880e-04	1.004030e+05	(5.675770e-01 1.128440e+00 0.000000e+00)
0.00036466   	1.071210e+03	4.906090e-04	3.199110e-04	1.005070e+05	(5.742080e-01 9.052570e-01 0.000000e+00)
0.00036486   	1.071300e+03	4.902700e-04	3.195530e-04	1.005920e+05	(5.849750e-01 6.350180e-01 0.000000e+00)
0.00036506   	1.071330e+03	4.900250e-04	3.192770e-04	1.006480e+05	(6.002400e-01 6.232990e-01 0.000000e+00)
0.00036526   	1.071310e+03	4.898740e-04	3.190690e-04	1.006690e+05	(6.164330e-01 6.435620e-01 0.000000e+00)
0.00036546   	1.071250e+03	4.898170e-04	3.189360e-04	1.006540e+05	(8.164010e-01 6.638160e-01 0.000000e+00)
0.00036566   	1.071140e+03	4.898480e-04	3.188860e-04	1.006000e+05	(1.045840e+00 8.026140e-01 0.000000e+00)
0.00036586   	1.071010e+03	4.899580e-04	3.189640e-04	1.005100e+05	(1.245130e+00 1.052530e+00 0.000000e+00)
0.00036606   	1.070840e+03	4.901360e-04	3.190920e-04	1.003900e+05	(1.402260e+00 1.243840e+00 0.000000e+00)
0.00036626   	1.070640e+03	4.903720e-04	3.193000e-04	1.002470e+05	(1.506330e+00 1.363940e+00 0.000000e+00)
0.00036646   	1.070430e+03	4.906570e-04	3.195990e-04	1.000890e+05	(1.550940e+00 1.406250e+00 0.000000e+00)
0.00036666   	1.070200e+03	4.909850e-04	3.199870e-04	1.000000e+05	(1.533400e+00 1.369800e+00 0.000000e+00)
0.00036686   	1.069970e+03	4.913480e-04	3.204420e-04	1.000000e+05	(1.455570e+00 1.278650e+00 0.000000e+00)
0.00036706   	1.069750e+03	4.917420e-04	3.209600e-04	9.999990e+04	(1.323040e+00 1.137430e+00 0.000000e+00)
0.00036726   	1.069540e+03	4.921560e-04	3.215310e-04	9.999990e+04	(1.146490e+00 9.460100e-01 0.000000e+00)
0.00036746   	1.069350e+03	4.925780e-04	3.221320e-04	9.999990e+04	(9.389730e-01 7.200150e-01 0.000000e+00)
0.00036766   	1.069200e+03	4.929990e-04	3.227060e-04	9.999990e+04	(7.189770e-01 6.730470e-01 0.000000e+00)
0.00036786   	1.069090e+03	4.934090e-04	3.232870e-04	9.999980e+04	(6.221860e-01 6.497210e-01 0.000000e+00)
0.00036806   	1.069050e+03	4.937940e-04	3.238100e-04	9.999980e+04	(6.029130e-01 6.275000e-01 0.000000e+00)
0.00036826   	1.069090e+03	4.941390e-04	3.242250e-04	9.999980e+04	(5.855790e-01 6.060240e-01 0.000000e+00)
0.00036846   	1.069180e+03	4.944230e-04	3.244970e-04	9.999980e+04	(5.739650e-01 8.039080e-01 0.000000e+00)
0.00036866   	1.069320e+03	4.946130e-04	3.245890e-04	9.999980e+04	(5.695200e-01 9.934780e-01 0.000000e+00)
0.00036886   	1.069490e+03	4.946920e-04	3.245080e-04	9.999980e+04	(5.650980e-01 1.149530e+00 0.000000e+00)
0.00036906   	1.069680e+03	4.946590e-04	3.242790e-04	9.999980e+04	(5.610040e-01 1.253250e+00 0.000000e+00)
0.00036926   	1.069910e+03	4.945170e-04	3.239200e-04	9.999990e+04	(5.575490e-01 1.302890e+00 0.000000e+00)
0.00036946   	1.070160e+03	4.942740e-04	3.234650e-04	1.000490e+05	(5.550170e-01 1.299320e+00 0.000000e+00)
0.00036966   	1.070420e+03	4.939490e-04	3.229380e-04	1.001440e+05	(5.536230e-01 1.245930e+00 0.000000e+00)
0.00036986   	1.070700e+03	4.935610e-04	3.223680e-04	1.002290e+05	(5.534980e-01 1.148300e+00 0.000000e+00)
0.00037006   	1.070970e+03	4.931260e-04	3.217740e-04	1.003000e+05	(5.546260e-01 1.013270e+00 0.000000e+00)
0.00037026   	1.071210e+03	4.926590e-04	3.211790e-04	1.003580e+05	(5.569480e-01 8.483000e-01 0.000000e+00)
0.00037046   	1.071410e+03	4.921850e-04	3.206130e-04	1.004010e+05	(5.604050e-01 6.610560e-01 0.000000e+00)
0.00037066   	1.071560e+03	4.917380e-04	3.201090e-04	1.004300e+05	(5.647790e-01 5.775580e-01 0.000000e+00)
0.00037086   	1.071650e+03	4.913530e-04	3.197100e-04	1.004470e+05	(5.735840e-01 5.899190e-01 0.000000e+00)
0.00037106   	1.071690e+03	4.910380e-04	3.194220e-04	1.004480e+05	(5.929150e-01 6.158820e-01 0.000000e+00)
0.00037126   	1.071680e+03	4.908190e-04	3.192450e-04	1.004320e+05	(6.589810e-01 6.507890e-01 0.000000e+00)
0.00037146   	1.071610e+03	4.907090e-04	3.192050e-04	1.004040e+05	(7.640180e-01 6.894490e-01 0.000000e+00)
0.00037166   	1.071480e+03	4.907150e-04	3.192580e-04	1.003620e+05	(8.678340e-01 7.849670e-01 0.000000e+00)
0.00037186   	1.071320e+03	4.908340e-04	3.194160e-04	1.003070e+05	(9.663890e-01 8.955820e-01 0.000000e+00)
0.00037206   	1.071120e+03	4.910600e-04	3.196760e-04	1.002380e+05	(1.055300e+00 9.953730e-01 0.000000e+00)
0.00037226   	1.070900e+03	4.913780e-04	3.200260e-04	1.001570e+05	(1.129080e+00 1.070930e+00 0.000000e+00)
0.00037246   	1.070670e+03	4.917720e-04	3.204400e-04	1.000640e+05	(1.181630e+00 1.102710e+00 0.000000e+00)
0.00037266   	1.070450e+03	4.922190e-04	3.208860e-04	9.999990e+04	(1.210040e+00 1.088030e+00 0.000000e+00)
0.00037286   	1.070240e+03	4.926950e-04	3.213670e-04	9.999990e+04	(1.206560e+00 1.025070e+00 0.000000e+00)
0.00037306   	1.070060e+03	4.931730e-04	3.218620e-04	9.999980e+04	(1.166680e+00 9.150490e-01 0.000000e+00)
0.00037326   	1.069910e+03	4.936310e-04	3.223470e-04	9.999980e+04	(1.088310e+00 7.613460e-01 0.000000e+00)
0.00037346   	1.069800e+03	4.940520e-04	3.228040e-04	9.999980e+04	(9.734440e-01 6.302400e-01 0.000000e+00)
0.00037366   	1.069740e+03	4.944170e-04	3.232140e-04	9.999980e+04	(8.260060e-01 6.074620e-01 0.000000e+00)
0.00037386   	1.069720e+03	4.947190e-04	3.235390e-04	9.999980e+04	(6.544950e-01 5.915220e-01 0.000000e+00)
0.00037406   	1.069770e+03	4.949520e-04	3.238340e-04	9.999990e+04	(5.699120e-01 5.829150e-01 0.000000e+00)
0.00037426   	1.069860e+03	4.951110e-04	3.240500e-04	9.999990e+04	(5.671180e-01 5.801420e-01 0.000000e+00)
0.00037446   	1.070000e+03	4.951970e-04	3.241630e-04	9.999990e+04	(5.647220e-01 7.360460e-01 0.000000e+00)
0.00037466   	1.070190e+03	4.952090e-04	3.241590e-04	9.999990e+04	(5.627320e-01 9.479590e-01 0.000000e+00)
0.00037486   	1.070380e+03	4.951320e-04	3.240180e-04	9.999990e+04	(5.611160e-01 1.118800e+00 0.000000e+00)
0.00037506   	1.070560e+03	4.949690e-04	3.237580e-04	1.000000e+05	(5.598500e-01 1.238550e+00 0.000000e+00)
0.00037526   	1.070740e+03	4.947360e-04	3.234090e-04	1.000000e+05	(5.589440e-01 1.300150e+00 0.000000e+00)
0.00037546   	1.070920e+03	4.944520e-04	3.229940e-04	1.000590e+05	(5.584250e-01 1.299970e+00 0.000000e+00)
0.00037566   	1.071100e+03	4.941370e-04	3.225470e-04	1.001810e+05	(5.583120e-01 1.238140e+00 0.000000e+00)
0.00037586   	1.071280e+03	4.938120e-04	3.220890e-04	1.002910e+05	(5.585790e-01 1.118630e+00 0.000000e+00)
0.00037606   	1.071470e+03	4.934910e-04	3.216400e-04	1.003830e+05	(5.592530e-01 9.490820e-01 0.000000e+00)
0.00037626   	1.071650e+03	4.931890e-04	3.212080e-04	1.004510e+05	(5.603730e-01 7.402040e-01 0.000000e+00)
0.00037646   	1.071800e+03	4.929000e-04	3.207870e-04	1.004940e+05	(5.619800e-01 5.751930e-01 0.000000e+00)
0.00037666   	1.071910e+03	4.926330e-04	3.204010e-04	1.005090e+05	(5.641130e-01 5.773330e-01 0.000000e+00)
0.00037686   	1.071980e+03	4.923970e-04	3.200710e-04	1.004980e+05	(6.793790e-01 5.850700e-01 0.000000e+00)
0.00037706   	1.072020e+03	4.922050e-04	3.198500e-04	1.004630e+05	(8.274930e-01 5.990600e-01 0.000000e+00)
0.00037726   	1.072010e+03	4.920690e-04	3.196920e-04	1.004060e+05	(9.474750e-01 6.201550e-01 0.000000e+00)
0.00037746   	1.071960e+03	4.919990e-04	3.196180e-04	1.003330e+05	(1.036210e+00 7.450030e-01 0.000000e+00)
0.00037766   	1.071870e+03	4.920020e-04	3.196470e-04	1.002490e+05	(1.091840e+00 8.623390e-01 0.000000e+00)
0.00037786   	1.071730e+03	4.920830e-04	3.197860e-04	1.001800e+05	(1.115960e+00 9.346460e-01 0.000000e+00)
0.00037806   	1.071570e+03	4.922460e-04	3.200330e-04	1.001170e+05	(1.111260e+00 9.657700e-01 0.000000e+00)
0.00037826   	1.071390e+03	4.924880e-04	3.203710e-04	1.000530e+05	(1.083190e+00 9.790730e-01 0.000000e+00)
0.00037846   	1.071200e+03	4.928020e-04	3.207740e-04	1.000000e+05	(1.037080e+00 9.511360e-01 0.000000e+00)
0.00037866   	1.071010e+03	4.931770e-04	3.212380e-04	9.999990e+04	(9.759550e-01 8.848260e-01 0.000000e+00)
0.00037886   	1.070830e+03	4.935980e-04	3.217400e-04	9.999990e+04	(9.034700e-01 8.115490e-01 0.000000e+00)
0.00037906   	1.070680e+03	4.940420e-04	3.222530e-04	9.999990e+04	(8.225940e-01 7.131820e-01 0.000000e+00)
0.00037926   	1.070550e+03	4.944870e-04	3.227480e-04	9.999980e+04	(7.347830e-01 6.643410e-01 0.000000e+00)
0.00037946   	1.070470e+03	4.949130e-04	3.231840e-04	9.999980e+04	(6.413710e-01 6.325330e-01 0.000000e+00)
0.00037966   	1.070440e+03	4.952990e-04	3.235630e-04	9.999980e+04	(5.826240e-01 6.048350e-01 0.000000e+00)
0.00037986   	1.070470e+03	4.956260e-04	3.238740e-04	9.999980e+04	(5.692880e-01 5.859550e-01 0.000000e+00)
0.00038006   	1.070550e+03	4.958770e-04	3.240840e-04	9.999980e+04	(5.651130e-01 5.786020e-01 0.000000e+00)
0.00038026   	1.070680e+03	4.960410e-04	3.241790e-04	9.999980e+04	(5.612880e-01 5.747870e-01 0.000000e+00)
0.00038046   	1.070850e+03	4.961110e-04	3.241540e-04	9.999990e+04	(5.580190e-01 7.092770e-01 0.000000e+00)
0.00038066   	1.071060e+03	4.960860e-04	3.240150e-04	9.999990e+04	(5.554560e-01 8.429960e-01 0.000000e+00)
0.00038086   	1.071300e+03	4.959710e-04	3.237770e-04	9.999990e+04	(5.536790e-01 9.486270e-01 0.000000e+00)
0.00038106   	1.071560e+03	4.957730e-04	3.234520e-04	1.000000e+05	(5.527530e-01 1.020980e+00 0.000000e+00)
0.00038126   	1.071800e+03	4.955010e-04	3.230540e-04	1.000370e+05	(5.526940e-01 1.055590e+00 0.000000e+00)
0.00038146   	1.072040e+03	4.951740e-04	3.226100e-04	1.000960e+05	(5.534690e-01 1.049230e+00 0.000000e+00)
0.00038166   	1.072250e+03	4.948190e-04	3.221510e-04	1.001570e+05	(5.549310e-01 1.000410e+00 0.000000e+00)
0.00038186   	1.072450e+03	4.944630e-04	3.217040e-04	1.002250e+05	(5.569260e-01 9.095400e-01 0.000000e+00)
0.00038206   	1.072630e+03	4.941290e-04	3.212890e-04	1.003010e+05	(5.593000e-01 7.792580e-01 0.000000e+00)
0.00038226   	1.072770e+03	4.938280e-04	3.209140e-04	1.003660e+05	(5.618700e-01 6.144920e-01 0.000000e+00)
0.00038246   	1.072880e+03	4.935740e-04	3.205860e-04	1.004140e+05	(5.660120e-01 5.833970e-01 0.000000e+00)
0.00038266   	1.072940e+03	4.933750e-04	3.203190e-04	1.004420e+05	(5.739530e-01 5.954190e-01 0.000000e+00)
0.00038286   	1.072970e+03	4.932360e-04	3.201440e-04	1.004480e+05	(5.853150e-01 6.104240e-01 0.000000e+00)
0.00038306   	1.072960e+03	4.931610e-04	3.200300e-04	1.004300e+05	(7.125710e-01 6.258000e-01 0.000000e+00)
0.00038326   	1.072920e+03	4.931520e-04	3.199750e-04	1.003890e+05	(8.570760e-01 6.420980e-01 0.000000e+00)
0.00038346   	1.072850e+03	4.932060e-04	3.199890e-04	1.003280e+05	(9.831310e-01 7.202190e-01 0.000000e+00)
0.00038366   	1.072750e+03	4.933200e-04	3.200760e-04	1.002490e+05	(1.081880e+00 8.414510e-01 0.000000e+00)
0.00038386   	1.072620e+03	4.934870e-04	3.202380e-04	1.001570e+05	(1.147010e+00 9.175430e-01 0.000000e+00)
0.00038406   	1.072490e+03	4.937020e-04	3.204720e-04	1.000560e+05	(1.174360e+00 9.447820e-01 0.000000e+00)
0.00038426   	1.072340e+03	4.939570e-04	3.207570e-04	1.000000e+05	(1.162460e+00 9.222520e-01 0.000000e+00)
0.00038446   	1.072200e+03	4.942450e-04	3.210860e-04	1.000000e+05	(1.112540e+00 8.716960e-01 0.000000e+00)
0.00038466   	1.072070e+03	4.945570e-04	3.214590e-04	9.999990e+04	(1.029260e+00 7.807810e-01 0.000000e+00)
0.00038486   	1.071950e+03	4.948820e-04	3.218610e-04	9.999990e+04	(9.187680e-01 6.579290e-01 0.000000e+00)
0.00038506   	1.071860e+03	4.952090e-04	3.222740e-04	9.999990e+04	(7.891240e-01 6.441760e-01 0.000000e+00)
0.00038526   	1.071790e+03	4.955280e-04	3.226740e-04	9.999990e+04	(6.512630e-01 6.269790e-01 0.000000e+00)
0.00038546   	1.071770e+03	4.958300e-04	3.230400e-04	9.999990e+04	(5.852440e-01 6.109400e-01 0.000000e+00)
0.00038566   	1.071770e+03	4.961020e-04	3.233420e-04	9.999990e+04	(5.734110e-01 5.949750e-01 0.000000e+00)
0.00038586   	1.071830e+03	4.963350e-04	3.235880e-04	9.999980e+04	(5.656910e-01 5.825720e-01 0.000000e+00)
0.00038606   	1.071920e+03	4.965190e-04	3.237560e-04	9.999980e+04	(5.626200e-01 5.766420e-01 0.000000e+00)
0.00038626   	1.072050e+03	4.966430e-04	3.238230e-04	9.999990e+04	(5.595940e-01 7.059910e-01 0.000000e+00)
0.00038646   	1.072220e+03	4.967010e-04	3.237810e-04	9.999990e+04	(5.567620e-01 8.228460e-01 0.000000e+00)
0.00038666   	1.072420e+03	4.966870e-04	3.236280e-04	9.999990e+04	(5.542830e-01 9.040470e-01 0.000000e+00)
0.00038686   	1.072630e+03	4.965980e-04	3.233770e-04	9.999990e+04	(5.523110e-01 9.474180e-01 0.000000e+00)
0.00038706   	1.072860e+03	4.964400e-04	3.230510e-04	1.000210e+05	(5.509580e-01 9.525700e-01 0.000000e+00)
0.00038726   	1.073090e+03	4.962250e-04	3.226710e-04	1.000930e+05	(5.503020e-01 9.209100e-01 0.000000e+00)
0.00038746   	1.073320e+03	4.959610e-04	3.222540e-04	1.001590e+05	(5.503980e-01 8.554310e-01 0.000000e+00)
0.00038766   	1.073540e+03	4.956640e-04	3.218180e-04	1.002160e+05	(5.512380e-01 7.602610e-01 0.000000e+00)
0.00038786   	1.073730e+03	4.953490e-04	3.213860e-04	1.002630e+05	(5.527810e-01 6.403030e-01 0.000000e+00)
0.00038806   	1.073900e+03	4.950360e-04	3.209750e-04	1.002990e+05	(5.549300e-01 5.691310e-01 0.000000e+00)
0.00038826   	1.074030e+03	4.947490e-04	3.206270e-04	1.003240e+05	(5.575870e-01 5.718070e-01 0.000000e+00)
0.00038846   	1.074120e+03	4.944970e-04	3.203420e-04	1.003360e+05	(5.606160e-01 5.783520e-01 0.000000e+00)
0.00038866   	1.074180e+03	4.942960e-04	3.201290e-04	1.003350e+05	(5.701590e-01 5.922820e-01 0.000000e+00)
0.00038886   	1.074190e+03	4.941580e-04	3.199900e-04	1.003220e+05	(6.360050e-01 6.125320e-01 0.000000e+00)
0.00038906   	1.074160e+03	4.940930e-04	3.199300e-04	1.002970e+05	(7.171670e-01 6.351750e-01 0.000000e+00)
0.00038926   	1.074100e+03	4.941030e-04	3.199510e-04	1.002590e+05	(7.920310e-01 6.565700e-01 0.000000e+00)
0.00038946   	1.074010e+03	4.941880e-04	3.200520e-04	1.002110e+05	(8.581320e-01 6.754380e-01 0.000000e+00)
0.00038966   	1.073890e+03	4.943420e-04	3.202270e-04	1.001530e+05	(9.130340e-01 7.228450e-01 0.000000e+00)
0.00038986   	1.073770e+03	4.945590e-04	3.204660e-04	1.000870e+05	(9.536520e-01 7.672720e-01 0.000000e+00)
0.00039006   	1.073630e+03	4.948270e-04	3.207570e-04	1.000160e+05	(9.768700e-01 7.814390e-01 0.000000e+00)
0.00039026   	1.073500e+03	4.951330e-04	3.210760e-04	9.999990e+04	(9.808120e-01 7.614690e-01 0.000000e+00)
0.00039046   	1.073380e+03	4.954640e-04	3.214080e-04	9.999990e+04	(9.619900e-01 7.071590e-01 0.000000e+00)
0.00039066   	1.073280e+03	4.958020e-04	3.217470e-04	9.999990e+04	(9.189960e-01 6.420660e-01 0.000000e+00)
0.00039086   	1.073200e+03	4.961310e-04	3.220840e-04	9.999990e+04	(8.519910e-01 6.225860e-01 0.000000e+00)
0.00039106   	1.073160e+03	4.964410e-04	3.224030e-04	9.999990e+04	(7.629840e-01 6.054100e-01 0.000000e+00)
0.00039126   	1.073150e+03	4.967170e-04	3.226910e-04	9.999990e+04	(6.557650e-01 5.905180e-01 0.000000e+00)
0.00039146   	1.073170e+03	4.969510e-04	3.229330e-04	9.999990e+04	(5.624470e-01 5.798210e-01 0.000000e+00)
0.00039166   	1.073230e+03	4.971360e-04	3.231180e-04	9.999990e+04	(5.600200e-01 5.745340e-01 0.000000e+00)
0.00039186   	1.073330e+03	4.972670e-04	3.232370e-04	9.999990e+04	(5.577690e-01 5.723020e-01 0.000000e+00)
0.00039206   	1.073450e+03	4.973420e-04	3.232790e-04	9.999990e+04	(5.557400e-01 5.702940e-01 0.000000e+00)
0.00039226   	1.073610e+03	4.973600e-04	3.232540e-04	9.999990e+04	(5.539760e-01 6.966630e-01 0.000000e+00)
0.00039246   	1.073780e+03	4.973240e-04	3.231570e-04	9.999990e+04	(5.525080e-01 8.058510e-01 0.000000e+00)
0.00039266   	1.073970e+03	4.972360e-04	3.229770e-04	1.000000e+05	(5.513650e-01 8.801730e-01 0.000000e+00)
0.00039286   	1.074160e+03	4.970960e-04	3.227260e-04	1.000000e+05	(5.506030e-01 9.154830e-01 0.000000e+00)
0.00039306   	1.074360e+03	4.969170e-04	3.224240e-04	1.000470e+05	(5.502460e-01 9.098620e-01 0.000000e+00)
0.00039326   	1.074550e+03	4.967120e-04	3.220930e-04	1.001280e+05	(5.502770e-01 8.638640e-01 0.000000e+00)
0.00039346   	1.074740e+03	4.964930e-04	3.217500e-04	1.002000e+05	(5.506920e-01 7.804060e-01 0.000000e+00)
0.00039366   	1.074920e+03	4.962660e-04	3.214030e-04	1.002610e+05	(5.514910e-01 6.644690e-01 0.000000e+00)
0.00039386   	1.075070e+03	4.960390e-04	3.210630e-04	1.003080e+05	(5.526410e-01 5.673790e-01 0.000000e+00)
0.00039406   	1.075210e+03	4.958250e-04	3.207630e-04	1.003370e+05	(5.541070e-01 5.688630e-01 0.000000e+00)
0.00039426   	1.075310e+03	4.956310e-04	3.204980e-04	1.003480e+05	(5.558650e-01 5.706340e-01 0.000000e+00)
0.00039446   	1.075380e+03	4.954680e-04	3.202710e-04	1.003430e+05	(5.836130e-01 5.766950e-01 0.000000e+00)
0.00039466   	1.075420e+03	4.953430e-04	3.200930e-04	1.003200e+05	(6.866850e-01 5.869140e-01 0.000000e+00)
0.00039486   	1.075430e+03	4.952650e-04	3.199770e-04	1.002840e+05	(7.742500e-01 6.011450e-01 0.000000e+00)
0.00039506   	1.075400e+03	4.952370e-04	3.199320e-04	1.002360e+05	(8.434130e-01 6.170500e-01 0.000000e+00)
0.00039526   	1.075350e+03	4.952640e-04	3.199630e-04	1.001780e+05	(8.914580e-01 6.342700e-01 0.000000e+00)
0.00039546   	1.075270e+03	4.953470e-04	3.200710e-04	1.001160e+05	(9.179540e-01 6.594390e-01 0.000000e+00)
0.00039566   	1.075180e+03	4.954860e-04	3.202500e-04	1.000650e+05	(9.238430e-01 6.884220e-01 0.000000e+00)
0.00039586   	1.075070e+03	4.956770e-04	3.204950e-04	1.000210e+05	(9.118510e-01 6.969740e-01 0.000000e+00)
0.00039606   	1.074960e+03	4.959150e-04	3.207920e-04	1.000000e+05	(8.832570e-01 6.813090e-01 0.000000e+00)
0.00039626   	1.074850e+03	4.961880e-04	3.211240e-04	1.000000e+05	(8.405470e-01 6.625280e-01 0.000000e+00)
0.00039646   	1.074750e+03	4.964910e-04	3.214610e-04	9.999990e+04	(7.864000e-01 6.498600e-01 0.000000e+00)
0.00039666   	1.074680e+03	4.968030e-04	3.217850e-04	9.999990e+04	(7.229310e-01 6.335860e-01 0.000000e+00)
0.00039686   	1.074630e+03	4.971120e-04	3.220940e-04	9.999990e+04	(6.524200e-01 6.145390e-01 0.000000e+00)
0.00039706   	1.074610e+03	4.974040e-04	3.223750e-04	9.999990e+04	(5.769910e-01 5.970340e-01 0.000000e+00)
0.00039726   	1.074620e+03	4.976650e-04	3.226130e-04	9.999990e+04	(5.616560e-01 5.819170e-01 0.000000e+00)
