# Region     : all 
# Cells      : 4096
# Volume     : 1.440000e-11
# Time       	max(T)	max(OH)	max(O)	max(p)	max(U)
0            	3.000000e+02	1.000000e+05	(0.000000e+00 0.000000e+00 0.000000e+00)
1e-08        	3.628190e+02	1.821660e-04	9.133450e-05	1.209620e+05	(2.553020e+00 2.553020e+00 0.000000e+00)
2e-08        	4.240980e+02	3.623990e-04	1.811200e-04	1.414150e+05	(1.006340e+01 1.006340e+01 0.000000e+00)
3e-08        	4.836880e+02	5.407200e-04	2.696610e-04	1.612930e+05	(2.218460e+01 2.218460e+01 0.000000e+00)
4e-08        	5.415380e+02	7.174720e-04	3.576520e-04	1.805280e+05	(3.838370e+01 3.838370e+01 0.000000e+00)
5e-08        	5.976280e+02	8.930730e-04	4.458730e-04	1.989940e+05	(5.793130e+01 5.793130e+01 0.000000e+00)
6e-08        	5.971250e+02	8.770640e-04	4.387210e-04	1.982270e+05	(7.778230e+01 7.778230e+01 0.000000e+00)
2.6e-07      	5.010370e+02	6.875330e-04	3.359560e-04	1.310160e+05	(7.523890e+01 7.524400e+01 0.000000e+00)
4.6e-07      	4.905860e+02	5.878510e-04	2.748950e-04	1.186230e+05	(4.494470e+01 4.496840e+01 0.000000e+00)
6.6e-07      	4.894940e+02	5.158690e-04	2.348620e-04	1.135460e+05	(3.190970e+01 3.191590e+01 0.000000e+00)
8.6e-07      	4.928350e+02	4.620260e-04	2.072990e-04	1.102450e+05	(2.460790e+01 2.458440e+01 0.000000e+00)
1.06e-06     	4.958870e+02	4.216640e-04	1.884170e-04	1.081950e+05	(1.976570e+01 1.974250e+01 0.000000e+00)
1.26e-06     	4.981340e+02	3.901120e-04	1.755020e-04	1.066100e+05	(1.634100e+01 1.632790e+01 0.000000e+00)
1.46e-06     	4.998680e+02	3.640740e-04	1.665190e-04	1.089040e+05	(2.367020e+01 2.365710e+01 0.000000e+00)
1.66e-06     	5.012630e+02	3.416620e-04	1.603260e-04	1.089890e+05	(2.259780e+01 2.259560e+01 0.000000e+00)
1.86e-06     	5.024750e+02	3.219480e-04	1.562060e-04	1.079390e+05	(1.812090e+01 1.813950e+01 0.000000e+00)
2.06e-06     	5.035080e+02	3.043680e-04	1.536590e-04	1.057740e+05	(1.274100e+01 1.873270e+01 0.000000e+00)
2.26e-06     	5.044000e+02	2.885740e-04	1.523270e-04	1.025990e+05	(1.316420e+01 2.289310e+01 0.000000e+00)
2.46e-06     	5.051550e+02	2.741870e-04	1.519500e-04	1.024220e+05	(1.003340e+01 1.289830e+01 0.000000e+00)
2.66e-06     	5.055410e+02	2.613060e-04	1.523720e-04	1.032120e+05	(8.108700e+00 1.206630e+01 0.000000e+00)
2.86e-06     	5.049780e+02	2.499140e-04	1.535490e-04	1.043110e+05	(8.895570e+00 9.268310e+00 0.000000e+00)
3.06e-06     	5.035030e+02	2.399910e-04	1.554500e-04	1.042190e+05	(1.224880e+01 9.307590e+00 0.000000e+00)
3.26e-06     	5.029800e+02	2.312460e-04	1.578240e-04	1.037070e+05	(1.198800e+01 8.640930e+00 0.000000e+00)
3.46e-06     	5.050780e+02	2.231300e-04	1.602040e-04	1.037350e+05	(6.919180e+00 8.599480e+00 0.000000e+00)
3.66e-06     	5.083580e+02	2.151530e-04	1.622090e-04	1.041180e+05	(2.941510e+00 8.899620e+00 0.000000e+00)
3.86e-06     	5.099180e+02	2.074530e-04	1.639870e-04	1.056010e+05	(2.985180e+00 1.023950e+01 0.000000e+00)
4.06e-06     	5.099630e+02	2.004000e-04	1.658370e-04	1.061220e+05	(4.688970e+00 1.038550e+01 0.000000e+00)
4.26e-06     	5.095340e+02	1.940860e-04	1.678340e-04	1.036670e+05	(4.716200e+00 8.374690e+00 0.000000e+00)
4.46e-06     	5.084990e+02	1.883590e-04	1.699520e-04	1.026360e+05	(6.447370e+00 7.649250e+00 0.000000e+00)
4.66e-06     	5.075870e+02	1.836800e-04	1.725660e-04	1.028950e+05	(7.498220e+00 7.905990e+00 0.000000e+00)
4.86e-06     	5.074550e+02	1.794840e-04	1.752230e-04	1.040930e+05	(7.121650e+00 9.887560e+00 0.000000e+00)
5.06e-06     	5.075440e+02	1.757540e-04	1.779590e-04	1.038140e+05	(3.962930e+00 1.384930e+01 0.000000e+00)
5.26e-06     	5.073710e+02	1.723900e-04	1.807030e-04	1.027860e+05	(3.852860e+00 1.432470e+01 0.000000e+00)
5.46e-06     	5.069620e+02	1.693250e-04	1.834020e-04	1.049320e+05	(4.818650e+00 9.074870e+00 0.000000e+00)
5.66e-06     	5.066290e+02	1.665570e-04	1.860680e-04	1.050560e+05	(4.817430e+00 5.516270e+00 0.000000e+00)
5.86e-06     	5.063530e+02	1.640720e-04	1.887130e-04	1.052650e+05	(4.763490e+00 6.300700e+00 0.000000e+00)
6.06e-06     	5.061140e+02	1.618370e-04	1.913270e-04	1.043360e+05	(5.210000e+00 7.237090e+00 0.000000e+00)
6.26e-06     	5.059680e+02	1.598000e-04	1.938740e-04	1.037440e+05	(6.719530e+00 7.027000e+00 0.000000e+00)
6.46e-06     	5.060150e+02	1.578970e-04	1.962980e-04	1.037810e+05	(6.158270e+00 6.987050e+00 0.000000e+00)
6.66e-06     	5.063670e+02	1.560760e-04	1.985220e-04	1.041040e+05	(6.633680e+00 6.474040e+00 0.000000e+00)
6.86e-06     	5.068660e+02	1.541400e-04	2.003560e-04	1.032870e+05	(7.892720e+00 6.336980e+00 0.000000e+00)
7.06e-06     	5.078000e+02	1.524310e-04	2.021470e-04	1.027490e+05	(7.542640e+00 6.177290e+00 0.000000e+00)
7.26e-06     	5.082350e+02	1.507410e-04	2.038240e-04	1.034670e+05	(5.423860e+00 6.554230e+00 0.000000e+00)
7.46e-06     	5.076920e+02	1.492130e-04	2.054700e-04	1.029870e+05	(5.843040e+00 6.155710e+00 0.000000e+00)
7.66e-06     	5.062180e+02	1.480050e-04	2.072940e-04	1.020100e+05	(7.290710e+00 5.370910e+00 0.000000e+00)
7.86e-06     	5.042360e+02	1.471850e-04	2.094090e-04	1.019010e+05	(6.733660e+00 6.373790e+00 0.000000e+00)
8.06e-06     	5.023900e+02	1.466850e-04	2.117630e-04	1.019680e+05	(5.411250e+00 7.633510e+00 0.000000e+00)
8.26e-06     	5.010800e+02	1.463190e-04	2.141600e-04	1.013950e+05	(5.020910e+00 7.384670e+00 0.000000e+00)
8.46e-06     	5.003540e+02	1.459800e-04	2.164820e-04	1.011100e+05	(4.930790e+00 5.526880e+00 0.000000e+00)
8.66e-06     	4.998830e+02	1.456390e-04	2.186880e-04	1.010310e+05	(5.844920e+00 4.297710e+00 0.000000e+00)
8.86e-06     	4.993130e+02	1.453150e-04	2.208030e-04	1.026550e+05	(5.654280e+00 2.578890e+00 0.000000e+00)
9.06e-06     	4.985630e+02	1.450290e-04	2.228530e-04	1.029540e+05	(4.369190e+00 2.555110e+00 0.000000e+00)
9.26e-06     	4.978370e+02	1.447650e-04	2.248200e-04	1.018910e+05	(3.676940e+00 4.167420e+00 0.000000e+00)
9.46e-06     	4.974160e+02	1.444660e-04	2.266340e-04	1.001510e+05	(5.063760e+00 5.013590e+00 0.000000e+00)
9.66e-06     	4.974530e+02	1.440680e-04	2.282030e-04	1.003530e+05	(5.220790e+00 4.666810e+00 0.000000e+00)
9.86e-06     	4.979340e+02	1.435590e-04	2.295040e-04	1.009050e+05	(4.597640e+00 3.632820e+00 0.000000e+00)
1.006e-05    	4.987350e+02	1.429990e-04	2.306180e-04	1.011440e+05	(3.042910e+00 4.752660e+00 0.000000e+00)
1.026e-05    	4.994990e+02	1.423590e-04	2.315050e-04	1.008960e+05	(3.336440e+00 5.410330e+00 0.000000e+00)
1.046e-05    	4.999960e+02	1.416520e-04	2.321850e-04	1.008210e+05	(3.856070e+00 5.623980e+00 0.000000e+00)
1.066e-05    	5.001930e+02	1.409350e-04	2.327240e-04	1.014990e+05	(3.356690e+00 5.664510e+00 0.000000e+00)
1.086e-05    	5.002070e+02	1.402660e-04	2.332110e-04	1.022120e+05	(1.962340e+00 4.980430e+00 0.000000e+00)
1.106e-05    	5.001360e+02	1.396510e-04	2.336610e-04	1.027020e+05	(2.756680e-01 3.616670e+00 0.000000e+00)
1.126e-05    	4.998370e+02	1.389620e-04	2.339250e-04	1.028060e+05	(3.568830e-01 4.628110e+00 0.000000e+00)
1.146e-05    	4.993460e+02	1.381710e-04	2.339730e-04	1.026740e+05	(1.158110e+00 5.829330e+00 0.000000e+00)
1.166e-05    	4.986600e+02	1.373180e-04	2.338600e-04	1.021590e+05	(2.555150e+00 6.269450e+00 0.000000e+00)
1.186e-05    	4.980280e+02	1.367410e-04	2.342020e-04	1.018730e+05	(4.449920e+00 5.504800e+00 0.000000e+00)
1.206e-05    	4.975980e+02	1.363270e-04	2.345590e-04	1.021400e+05	(5.434600e+00 3.451000e+00 0.000000e+00)
1.226e-05    	4.969570e+02	1.359900e-04	2.349670e-04	1.022660e+05	(5.261790e+00 2.840710e+00 0.000000e+00)
1.246e-05    	4.962420e+02	1.357470e-04	2.354640e-04	1.020690e+05	(4.118750e+00 2.757810e+00 0.000000e+00)
1.266e-05    	4.955590e+02	1.355760e-04	2.360340e-04	1.022570e+05	(2.475410e+00 4.445560e+00 0.000000e+00)
1.286e-05    	4.948060e+02	1.353820e-04	2.365570e-04	1.034230e+05	(3.149680e+00 5.008640e+00 0.000000e+00)
1.306e-05    	4.939790e+02	1.351530e-04	2.370140e-04	1.039510e+05	(4.262340e+00 4.777960e+00 0.000000e+00)
1.326e-05    	4.930450e+02	1.349010e-04	2.374260e-04	1.036520e+05	(4.979940e+00 4.454510e+00 0.000000e+00)
1.346e-05    	4.920180e+02	1.346370e-04	2.378030e-04	1.026210e+05	(5.157510e+00 5.460840e+00 0.000000e+00)
1.366e-05    	4.913520e+02	1.345870e-04	2.383530e-04	1.011380e+05	(4.762320e+00 6.095070e+00 0.000000e+00)
1.386e-05    	4.909870e+02	1.345800e-04	2.390390e-04	1.008380e+05	(5.079160e+00 5.859990e+00 0.000000e+00)
1.406e-05    	4.908810e+02	1.345230e-04	2.396280e-04	1.009080e+05	(5.301300e+00 5.040250e+00 0.000000e+00)
1.426e-05    	4.910220e+02	1.344210e-04	2.401120e-04	1.006750e+05	(4.802380e+00 5.145510e+00 0.000000e+00)
1.446e-05    	4.912300e+02	1.342560e-04	2.404710e-04	1.003550e+05	(3.526550e+00 4.843230e+00 0.000000e+00)
1.466e-05    	4.913370e+02	1.340550e-04	2.407390e-04	1.006560e+05	(2.028500e+00 3.925540e+00 0.000000e+00)
1.486e-05    	4.912160e+02	1.338340e-04	2.409380e-04	1.006930e+05	(9.078590e-01 2.515580e+00 0.000000e+00)
1.506e-05    	4.908040e+02	1.335750e-04	2.410540e-04	1.005050e+05	(9.435790e-01 1.721000e+00 0.000000e+00)
1.526e-05    	4.902100e+02	1.333240e-04	2.411510e-04	1.002390e+05	(1.291440e+00 2.405390e+00 0.000000e+00)
1.546e-05    	4.895340e+02	1.331080e-04	2.412760e-04	1.001070e+05	(1.220900e+00 4.397420e+00 0.000000e+00)
1.566e-05    	4.888350e+02	1.329380e-04	2.414450e-04	1.002080e+05	(7.434040e-01 5.977890e+00 0.000000e+00)
1.586e-05    	4.881370e+02	1.328030e-04	2.416500e-04	1.003650e+05	(5.485930e-01 6.875200e+00 0.000000e+00)
1.606e-05    	4.874500e+02	1.326790e-04	2.418590e-04	1.003060e+05	(6.610360e-01 6.975480e+00 0.000000e+00)
1.626e-05    	4.867970e+02	1.325320e-04	2.420280e-04	1.009370e+05	(7.891770e-01 6.367350e+00 0.000000e+00)
1.646e-05    	4.862330e+02	1.323330e-04	2.421150e-04	1.014580e+05	(5.679470e-01 5.165240e+00 0.000000e+00)
1.666e-05    	4.858740e+02	1.321790e-04	2.423020e-04	1.016780e+05	(7.493730e-01 3.829600e+00 0.000000e+00)
1.686e-05    	4.861300e+02	1.320800e-04	2.424810e-04	1.016470e+05	(1.722990e+00 3.486700e+00 0.000000e+00)
1.706e-05    	4.866090e+02	1.318860e-04	2.425010e-04	1.015290e+05	(2.203180e+00 3.214600e+00 0.000000e+00)
1.726e-05    	4.872430e+02	1.316020e-04	2.423620e-04	1.017960e+05	(2.225460e+00 2.933040e+00 0.000000e+00)
1.746e-05    	4.878300e+02	1.312090e-04	2.420310e-04	1.020990e+05	(2.156510e+00 2.772970e+00 0.000000e+00)
1.766e-05    	4.880960e+02	1.306540e-04	2.414460e-04	1.021820e+05	(3.120530e+00 2.563430e+00 0.000000e+00)
1.786e-05    	4.880070e+02	1.300070e-04	2.406990e-04	1.020530e+05	(3.696150e+00 2.085280e+00 0.000000e+00)
1.806e-05    	4.879280e+02	1.295120e-04	2.400660e-04	1.021850e+05	(3.509490e+00 1.964880e+00 0.000000e+00)
1.826e-05    	4.877580e+02	1.291680e-04	2.396760e-04	1.024340e+05	(2.801370e+00 1.600870e+00 0.000000e+00)
1.846e-05    	4.873650e+02	1.288850e-04	2.393540e-04	1.023880e+05	(2.083290e+00 1.608240e+00 0.000000e+00)
1.866e-05    	4.868240e+02	1.286760e-04	2.391330e-04	1.020650e+05	(1.747770e+00 1.890640e+00 0.000000e+00)
1.886e-05    	4.861850e+02	1.285300e-04	2.390070e-04	1.016850e+05	(2.708670e+00 2.512590e+00 0.000000e+00)
1.906e-05    	4.854610e+02	1.284000e-04	2.389200e-04	1.013290e+05	(3.846740e+00 3.227660e+00 0.000000e+00)
1.926e-05    	4.847550e+02	1.282940e-04	2.388850e-04	1.008310e+05	(4.664860e+00 4.169890e+00 0.000000e+00)
1.946e-05    	4.841300e+02	1.282220e-04	2.389150e-04	1.004550e+05	(5.002140e+00 4.613690e+00 0.000000e+00)
1.966e-05    	4.836080e+02	1.281930e-04	2.390170e-04	1.003880e+05	(4.789000e+00 4.451840e+00 0.000000e+00)
1.986e-05    	4.831670e+02	1.282150e-04	2.391970e-04	1.001960e+05	(4.073950e+00 3.885540e+00 0.000000e+00)
2.006e-05    	4.827120e+02	1.282750e-04	2.394380e-04	9.999970e+04	(2.987780e+00 3.241020e+00 0.000000e+00)
2.026e-05    	4.821580e+02	1.283580e-04	2.397210e-04	9.999720e+04	(2.224160e+00 2.570910e+00 0.000000e+00)
2.046e-05    	4.815050e+02	1.284720e-04	2.400560e-04	1.000120e+05	(2.709860e+00 2.061940e+00 0.000000e+00)
2.066e-05    	4.808170e+02	1.286180e-04	2.404470e-04	1.000150e+05	(2.914670e+00 1.790050e+00 0.000000e+00)
2.086e-05    	4.802270e+02	1.287830e-04	2.408770e-04	1.000010e+05	(2.760580e+00 1.661170e+00 0.000000e+00)
2.106e-05    	4.798860e+02	1.289430e-04	2.413050e-04	1.000550e+05	(2.341570e+00 1.489500e+00 0.000000e+00)
2.126e-05    	4.798950e+02	1.290520e-04	2.416600e-04	1.000980e+05	(2.408260e+00 1.652780e+00 0.000000e+00)
2.146e-05    	4.802720e+02	1.290700e-04	2.418740e-04	1.001100e+05	(2.512720e+00 1.985880e+00 0.000000e+00)
2.166e-05    	4.809330e+02	1.289770e-04	2.419060e-04	1.002270e+05	(2.419160e+00 2.359350e+00 0.000000e+00)
2.186e-05    	4.816770e+02	1.287660e-04	2.417390e-04	1.003640e+05	(1.931050e+00 2.505290e+00 0.000000e+00)
2.206e-05    	4.822440e+02	1.284270e-04	2.413550e-04	1.007100e+05	(1.162840e+00 2.587420e+00 0.000000e+00)
2.226e-05    	4.824800e+02	1.280090e-04	2.408300e-04	1.009870e+05	(3.766270e-01 3.269970e+00 0.000000e+00)
2.246e-05    	4.823540e+02	1.275750e-04	2.402500e-04	1.010560e+05	(1.573960e-01 4.083170e+00 0.000000e+00)
2.266e-05    	4.819300e+02	1.271710e-04	2.396930e-04	1.009420e+05	(1.591880e-01 4.789720e+00 0.000000e+00)
2.286e-05    	4.813230e+02	1.268230e-04	2.392060e-04	1.007280e+05	(1.685140e-01 5.236800e+00 0.000000e+00)
2.306e-05    	4.806730e+02	1.265360e-04	2.388070e-04	1.006430e+05	(2.078920e-01 5.346870e+00 0.000000e+00)
2.326e-05    	4.800840e+02	1.262980e-04	2.385870e-04	1.010310e+05	(2.883030e-01 5.058110e+00 0.000000e+00)
2.346e-05    	4.797190e+02	1.262170e-04	2.384860e-04	1.017710e+05	(4.504220e-01 4.342510e+00 0.000000e+00)
2.366e-05    	4.795990e+02	1.261390e-04	2.383910e-04	1.023260e+05	(7.107560e-01 3.229010e+00 0.000000e+00)
2.386e-05    	4.795830e+02	1.260490e-04	2.382830e-04	1.026430e+05	(7.927260e-01 1.821520e+00 0.000000e+00)
2.406e-05    	4.796280e+02	1.259450e-04	2.381560e-04	1.027200e+05	(6.871110e-01 6.603260e-01 0.000000e+00)
2.426e-05    	4.796850e+02	1.258310e-04	2.380140e-04	1.025920e+05	(1.075350e+00 1.573750e+00 0.000000e+00)
2.446e-05    	4.797010e+02	1.257100e-04	2.378590e-04	1.022990e+05	(1.669850e+00 2.673800e+00 0.000000e+00)
2.466e-05    	4.795870e+02	1.255520e-04	2.376550e-04	1.018790e+05	(2.096710e+00 3.387370e+00 0.000000e+00)
2.486e-05    	4.793160e+02	1.253410e-04	2.373790e-04	1.014430e+05	(2.804000e+00 3.751950e+00 0.000000e+00)
2.506e-05    	4.788480e+02	1.250500e-04	2.369970e-04	1.010220e+05	(3.477940e+00 3.867400e+00 0.000000e+00)
2.526e-05    	4.785830e+02	1.249220e-04	2.368390e-04	1.006870e+05	(3.819960e+00 3.841700e+00 0.000000e+00)
2.546e-05    	4.783890e+02	1.248430e-04	2.367610e-04	1.006090e+05	(3.743480e+00 3.900380e+00 0.000000e+00)
2.566e-05    	4.781670e+02	1.247750e-04	2.366970e-04	1.006760e+05	(3.369420e+00 3.870340e+00 0.000000e+00)
2.586e-05    	4.779180e+02	1.247250e-04	2.366640e-04	1.008000e+05	(2.844010e+00 3.697750e+00 0.000000e+00)
2.606e-05    	4.776220e+02	1.246950e-04	2.366640e-04	1.008480e+05	(2.189870e+00 3.344800e+00 0.000000e+00)
2.626e-05    	4.772750e+02	1.246910e-04	2.367080e-04	1.007690e+05	(1.840480e+00 2.790790e+00 0.000000e+00)
2.646e-05    	4.768800e+02	1.247150e-04	2.367980e-04	1.005540e+05	(2.440880e+00 2.076340e+00 0.000000e+00)
2.666e-05    	4.764120e+02	1.247390e-04	2.369010e-04	1.002290e+05	(2.920820e+00 1.876280e+00 0.000000e+00)
2.686e-05    	4.759150e+02	1.247560e-04	2.370060e-04	9.999970e+04	(2.988870e+00 1.673210e+00 0.000000e+00)
2.706e-05    	4.754180e+02	1.247590e-04	2.371020e-04	9.999920e+04	(2.575870e+00 1.404200e+00 0.000000e+00)
2.726e-05    	4.749600e+02	1.247480e-04	2.371850e-04	9.999890e+04	(1.723650e+00 2.182910e+00 0.000000e+00)
2.746e-05    	4.745800e+02	1.247320e-04	2.372650e-04	9.999880e+04	(5.860000e-01 2.682460e+00 0.000000e+00)
2.766e-05    	4.743150e+02	1.247260e-04	2.373600e-04	9.999870e+04	(2.378780e-01 2.882670e+00 0.000000e+00)
2.786e-05    	4.741760e+02	1.247270e-04	2.374630e-04	1.000340e+05	(1.891480e-01 2.827130e+00 0.000000e+00)
2.806e-05    	4.741660e+02	1.247270e-04	2.375550e-04	1.001440e+05	(2.150160e-01 2.634420e+00 0.000000e+00)
2.826e-05    	4.742840e+02	1.247100e-04	2.376130e-04	1.002110e+05	(2.943770e-01 2.399000e+00 0.000000e+00)
2.846e-05    	4.745280e+02	1.246590e-04	2.376100e-04	1.003460e+05	(5.785610e-01 2.817280e+00 0.000000e+00)
2.866e-05    	4.748770e+02	1.245600e-04	2.375210e-04	1.005130e+05	(8.477990e-01 3.141360e+00 0.000000e+00)
2.886e-05    	4.752970e+02	1.244050e-04	2.373310e-04	1.005890e+05	(1.147960e+00 3.265070e+00 0.000000e+00)
2.906e-05    	4.757350e+02	1.241910e-04	2.370380e-04	1.006350e+05	(1.265100e+00 3.170280e+00 0.000000e+00)
2.926e-05    	4.761250e+02	1.239300e-04	2.366550e-04	1.009800e+05	(1.166840e+00 2.865940e+00 0.000000e+00)
2.946e-05    	4.764120e+02	1.236380e-04	2.362100e-04	1.012960e+05	(8.661920e-01 2.384690e+00 0.000000e+00)
2.966e-05    	4.765570e+02	1.233390e-04	2.357400e-04	1.015050e+05	(4.250300e-01 1.781060e+00 0.000000e+00)
2.986e-05    	4.765460e+02	1.230550e-04	2.352840e-04	1.015870e+05	(2.775040e-01 1.509160e+00 0.000000e+00)
3.006e-05    	4.763850e+02	1.228050e-04	2.348770e-04	1.015480e+05	(3.699540e-01 1.133660e+00 0.000000e+00)
3.026e-05    	4.760970e+02	1.226010e-04	2.345810e-04	1.014080e+05	(8.879410e-01 9.906180e-01 0.000000e+00)
3.046e-05    	4.757160e+02	1.224670e-04	2.343570e-04	1.012090e+05	(1.402100e+00 1.599380e+00 0.000000e+00)
3.066e-05    	4.752780e+02	1.223960e-04	2.342140e-04	1.011620e+05	(1.862240e+00 2.059050e+00 0.000000e+00)
3.086e-05    	4.748320e+02	1.223720e-04	2.341550e-04	1.014320e+05	(2.200060e+00 2.334290e+00 0.000000e+00)
3.106e-05    	4.743710e+02	1.223900e-04	2.341740e-04	1.015690e+05	(2.353590e+00 2.431490e+00 0.000000e+00)
3.126e-05    	4.739170e+02	1.224360e-04	2.342520e-04	1.015280e+05	(2.300640e+00 2.407960e+00 0.000000e+00)
3.146e-05    	4.734910e+02	1.224940e-04	2.343660e-04	1.012990e+05	(2.061350e+00 2.686350e+00 0.000000e+00)
3.166e-05    	4.731590e+02	1.225820e-04	2.345090e-04	1.009110e+05	(1.684070e+00 3.030520e+00 0.000000e+00)
3.186e-05    	4.729150e+02	1.226790e-04	2.347110e-04	1.004150e+05	(1.693550e+00 3.263470e+00 0.000000e+00)
3.206e-05    	4.727620e+02	1.227680e-04	2.349100e-04	1.000480e+05	(2.066170e+00 3.384160e+00 0.000000e+00)
3.226e-05    	4.726860e+02	1.228400e-04	2.350890e-04	9.999920e+04	(2.331590e+00 3.344240e+00 0.000000e+00)
3.246e-05    	4.726620e+02	1.228900e-04	2.352350e-04	9.999930e+04	(2.434720e+00 3.099410e+00 0.000000e+00)
3.266e-05    	4.726750e+02	1.229210e-04	2.353500e-04	9.999960e+04	(2.327450e+00 2.637620e+00 0.000000e+00)
3.286e-05    	4.726920e+02	1.229330e-04	2.354310e-04	9.999980e+04	(1.999890e+00 1.969020e+00 0.000000e+00)
3.306e-05    	4.727040e+02	1.229290e-04	2.354850e-04	1.000060e+05	(1.506120e+00 1.138740e+00 0.000000e+00)
3.326e-05    	4.727070e+02	1.229160e-04	2.355170e-04	1.001270e+05	(9.453010e-01 5.699930e-01 0.000000e+00)
3.346e-05    	4.727060e+02	1.228980e-04	2.355370e-04	1.002650e+05	(3.490830e-01 1.253260e+00 0.000000e+00)
3.366e-05    	4.726750e+02	1.228650e-04	2.355280e-04	1.003290e+05	(2.296020e-01 2.161120e+00 0.000000e+00)
3.386e-05    	4.726040e+02	1.228010e-04	2.354730e-04	1.003040e+05	(2.696220e-01 2.913900e+00 0.000000e+00)
3.406e-05    	4.724910e+02	1.227010e-04	2.353620e-04	1.001980e+05	(3.040740e-01 3.458070e+00 0.000000e+00)
3.426e-05    	4.723160e+02	1.225460e-04	2.351710e-04	1.000410e+05	(3.213440e-01 3.769450e+00 0.000000e+00)
3.446e-05    	4.720830e+02	1.223360e-04	2.348960e-04	9.999980e+04	(3.084650e-01 3.917120e+00 0.000000e+00)
3.466e-05    	4.718370e+02	1.220980e-04	2.345780e-04	1.001050e+05	(2.732300e-01 3.856910e+00 0.000000e+00)
3.486e-05    	4.716340e+02	1.218750e-04	2.342850e-04	1.004850e+05	(2.294570e-01 3.623640e+00 0.000000e+00)
3.506e-05    	4.715190e+02	1.217330e-04	2.342030e-04	1.009510e+05	(1.995510e-01 3.251930e+00 0.000000e+00)
3.526e-05    	4.716090e+02	1.216640e-04	2.341010e-04	1.013400e+05	(1.893250e-01 2.767060e+00 0.000000e+00)
3.546e-05    	4.717030e+02	1.215900e-04	2.339850e-04	1.016120e+05	(1.807690e-01 2.183650e+00 0.000000e+00)
3.566e-05    	4.718080e+02	1.215090e-04	2.338530e-04	1.017450e+05	(4.102250e-01 1.514770e+00 0.000000e+00)
3.586e-05    	4.719030e+02	1.214110e-04	2.336910e-04	1.017380e+05	(8.904600e-01 1.288350e+00 0.000000e+00)
3.606e-05    	4.719850e+02	1.212890e-04	2.334900e-04	1.016090e+05	(1.287530e+00 1.141590e+00 0.000000e+00)
3.626e-05    	4.720500e+02	1.211480e-04	2.332560e-04	1.013830e+05	(1.555800e+00 1.147230e+00 0.000000e+00)
3.646e-05    	4.720920e+02	1.209950e-04	2.329960e-04	1.010940e+05	(1.663840e+00 1.771760e+00 0.000000e+00)
3.666e-05    	4.721890e+02	1.208660e-04	2.327270e-04	1.009880e+05	(1.615020e+00 2.271290e+00 0.000000e+00)
3.686e-05    	4.722220e+02	1.207760e-04	2.325530e-04	1.010290e+05	(1.445000e+00 2.583970e+00 0.000000e+00)
3.706e-05    	4.721720e+02	1.206980e-04	2.323960e-04	1.009990e+05	(1.287750e+00 2.688830e+00 0.000000e+00)
3.726e-05    	4.720300e+02	1.206410e-04	2.322690e-04	1.008930e+05	(1.396700e+00 2.640950e+00 0.000000e+00)
3.746e-05    	4.717960e+02	1.206120e-04	2.321860e-04	1.007120e+05	(1.672460e+00 2.566120e+00 0.000000e+00)
3.766e-05    	4.714780e+02	1.206150e-04	2.321570e-04	1.004700e+05	(1.944560e+00 2.559780e+00 0.000000e+00)
3.786e-05    	4.710920e+02	1.206550e-04	2.321920e-04	1.001920e+05	(2.107990e+00 2.573070e+00 0.000000e+00)
3.806e-05    	4.706640e+02	1.207300e-04	2.322910e-04	1.000000e+05	(2.148260e+00 2.448320e+00 0.000000e+00)
3.826e-05    	4.702260e+02	1.208380e-04	2.324510e-04	9.999980e+04	(2.054380e+00 2.181980e+00 0.000000e+00)
3.846e-05    	4.698170e+02	1.209710e-04	2.326630e-04	9.999960e+04	(1.817870e+00 1.805170e+00 0.000000e+00)
3.866e-05    	4.694730e+02	1.211170e-04	2.329120e-04	9.999940e+04	(1.439790e+00 1.354060e+00 0.000000e+00)
3.886e-05    	4.692270e+02	1.212660e-04	2.331770e-04	9.999930e+04	(9.403340e-01 8.619560e-01 0.000000e+00)
3.906e-05    	4.691000e+02	1.214050e-04	2.334350e-04	9.999920e+04	(3.718430e-01 5.676820e-01 0.000000e+00)
3.926e-05    	4.690980e+02	1.215210e-04	2.336640e-04	9.999920e+04	(4.883160e-01 2.938370e-01 0.000000e+00)
3.946e-05    	4.692090e+02	1.216040e-04	2.338440e-04	9.999920e+04	(6.904820e-01 8.244230e-01 0.000000e+00)
3.966e-05    	4.694120e+02	1.216480e-04	2.339600e-04	9.999930e+04	(7.876680e-01 1.310410e+00 0.000000e+00)
3.986e-05    	4.696780e+02	1.216510e-04	2.340070e-04	9.999940e+04	(7.846970e-01 1.724490e+00 0.000000e+00)
4.006e-05    	4.699740e+02	1.216170e-04	2.339850e-04	9.999960e+04	(7.050520e-01 2.038900e+00 0.000000e+00)
4.026e-05    	4.702700e+02	1.215500e-04	2.339040e-04	9.999980e+04	(5.261840e-01 2.235530e+00 0.000000e+00)
4.046e-05    	4.705390e+02	1.214570e-04	2.337690e-04	1.001920e+05	(2.578910e-01 2.313520e+00 0.000000e+00)
4.066e-05    	4.707580e+02	1.213380e-04	2.335850e-04	1.004260e+05	(1.639960e-01 2.565610e+00 0.000000e+00)
4.086e-05    	4.709170e+02	1.212010e-04	2.333600e-04	1.006020e+05	(1.720270e-01 2.741560e+00 0.000000e+00)
